,name,pca,adjusted_r2,r2,mae,mape,best_score,params,rae,job,size
5,big,xD,,0.44044672809903873,22983.068493150684,0.2528059229907445,,,0.35987321527578414,mAdd,290
0,knn,28,0.9355489733884391,0.9358913187911844,550.3719277228712,0.21707507723500585,0.9197430278893897,"{'knn__n_neighbors': 7, 'pca__n_components': 28}",0.1338136403475138,mBackground,28618
1,dtr,33,0.9084973955697528,0.9089834312097234,608.5269042627533,0.30192488720024135,0.8772007041909831,"{'dtr__criterion': 'mae', 'pca__n_components': 33}",0.1479530408567715,mBackground,28618
2,lasso,16,0.679998625284462,0.6816983809790651,2188.670578041231,5.444680210305802,0.6812161655873945,"{'lasso__alpha': 0.11, 'pca__n_components': 16}",0.5321382919745595,mBackground,28618
3,elasticnet,23,0.6671812903434198,0.6689491280519675,1980.7124733064586,3.6942587561919673,0.6677288693293832,"{'elasticnet__alpha': 0.46, 'elasticnet__l1_ratio': 0.7000000000000001, 'pca__n_components': 23}",0.4815767905014295,mBackground,28618
4,svr,19,0.7103223007779855,0.7118609857892291,2034.5076486226048,4.702403597763129,0.7032526102537233,"{'pca__n_components': 19, 'svr__alpha': 0.040100000000000004, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}",0.49465617896509934,mBackground,28618
5,big,xD,,0.916834876950716,642.0055904961565,0.25137871209323126,,,0.1561565570093656,mBackground,28618
0,knn,32,-0.18378495490800995,0.4497900913807841,8177.252136752137,0.6079461838793865,0.49207365625620475,"{'knn__n_neighbors': 13, 'pca__n_components': 32}",0.4151599197170652,mBgModel,288
1,dtr,31,-0.42191216503309814,0.33911124723813746,5696.388888888889,0.16431064306116622,0.14038595219030436,"{'dtr__criterion': 'friedman_mse', 'pca__n_components': 31}",0.28920624119676414,mBgModel,288
2,lasso,19,0.2284388158597218,0.641387055258744,9005.257191252607,2.570179905918604,0.5839939849213197,"{'lasso__alpha': 0.01, 'pca__n_components': 19}",0.4571978202492937,mBgModel,288
3,elasticnet,19,0.07895385671739164,0.5719081305869567,7846.684451537032,1.904581075824696,0.5544788129170404,"{'elasticnet__alpha': 0.46, 'elasticnet__l1_ratio': 0.9, 'pca__n_components': 19}",0.3983769648368861,mBgModel,288
4,svr,20,0.009011838310991505,0.5393998685107425,7759.5859555431925,1.7764436292584804,0.7823656235696677,"{'pca__n_components': 20, 'svr__alpha': 0.0801, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l2'}",0.39395496536816954,mBgModel,288
5,big,xD,,-1.009264964182238,6707.986111111111,0.3358930833501239,,,0.3908296037234943,mBgModel,288
0,knn,31,0.20586971107205698,0.6308971896532096,5617.583333333333,0.32514700479825304,0.4848854844903158,"{'knn__n_neighbors': 1, 'pca__n_components': 31}",0.27424154265604567,mConcatFit,288
