,dataset,pipeline,name,pca,adjusted_r2,r2,mae,mape,best_score,params
4,ShorterThan1.2Kms,two_step_8_cat,svr,37,0.7156564604965583,0.7162201840583504,90.4148251854229,0.4586037187848684,0.7137282798622272,"{'pca__n_components': 37, 'svr__alpha': 0.040100000000000004, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l2'}"
0,ShorterThan1.2Kms,two_step_9_cat,knn,62,0.8421076693302109,0.8424283326549917,54.753943232919106,0.21050354004605767,0.8349707910907072,"{'knn__n_neighbors': 5, 'pca__n_components': 62}"
1,ShorterThan1.2Kms,two_step_9_cat,dtr,38,0.7398549341898755,0.740383262458729,67.57544364392437,0.258831660213251,0.7012351008908426,"{'dtr__criterion': 'friedman_mse', 'pca__n_components': 38}"
2,ShorterThan1.2Kms,two_step_9_cat,lasso,68,0.7539773451941865,0.7544769922772765,83.21293366182523,0.41235240012510205,0.7491341761537916,"{'lasso__alpha': 0.46, 'pca__n_components': 68}"
3,ShorterThan1.2Kms,two_step_9_cat,elasticnet,75,0.7505297810421065,0.751036429778657,83.90204239812984,0.41790765398189295,0.7483129343094075,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.4, 'pca__n_components': 75}"
4,ShorterThan1.2Kms,two_step_9_cat,svr,44,0.7511002568393562,0.7516057469973673,84.2316589126142,0.4222148522712012,0.749516124833033,"{'pca__n_components': 44, 'svr__alpha': 0.050100000000000006, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,ShorterThan1.2Kms,two_step_10_cat,knn,77,0.841663147111975,0.8419923695521571,55.72546298534888,0.21628504711340263,0.8312054654341342,"{'knn__n_neighbors': 5, 'pca__n_components': 77}"
1,ShorterThan1.2Kms,two_step_10_cat,dtr,81,0.7495098883245004,0.7500307207416106,67.61925197040762,0.2618705392750057,0.7102656087029844,"{'dtr__criterion': 'mse', 'pca__n_components': 81}"
2,ShorterThan1.2Kms,two_step_10_cat,lasso,68,0.7332346284525267,0.7337893012591098,87.01700231186372,0.4333609513198157,0.7321827027140552,"{'lasso__alpha': 0.91, 'pca__n_components': 68}"
3,ShorterThan1.2Kms,two_step_10_cat,elasticnet,79,0.7419827678957978,0.7425192511036738,86.10095369107235,0.43026952150565295,0.7405736125596364,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.4, 'pca__n_components': 79}"
4,ShorterThan1.2Kms,two_step_10_cat,svr,39,0.6726550771639004,0.6733357102086504,99.72818475170205,0.5180210900983447,0.6713509695942822,"{'pca__n_components': 39, 'svr__alpha': 0.0901, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l2'}"
0,Between2KmsAnd25Kms,simple,knn,55,0.8055007525555151,0.8072267723672741,2197.342780205712,0.2611731278891289,0.7727007860129105,"{'knn__n_neighbors': 3, 'pca__n_components': 55}"
1,Between2KmsAnd25Kms,simple,dtr,47,0.7062817728497044,0.7088882789714355,2613.79711296517,0.2946905192913132,0.6649829090950915,"{'dtr__criterion': 'mse', 'pca__n_components': 47}"
2,Between2KmsAnd25Kms,simple,lasso,41,0.6408302393928769,0.6440175736923044,3374.199107537951,0.4721347139534068,0.6427903045141894,"{'lasso__alpha': 0.51, 'pca__n_components': 41}"
3,Between2KmsAnd25Kms,simple,elasticnet,58,0.6275943747022028,0.6308991663439183,3458.399517420583,0.4905713265272654,0.6359318669001295,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.4, 'pca__n_components': 58}"
4,Between2KmsAnd25Kms,simple,svr,32,0.6353396031846437,0.6385756623351906,3378.750243322123,0.46640536050553283,0.6292330470338122,"{'pca__n_components': 32, 'svr__alpha': 0.0801, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,Between2KmsAnd25Kms,two_step_4_cat,knn,65,0.8964404703159877,0.897578939317812,1443.2610691740608,0.18303641496350406,0.8813464941571225,"{'knn__n_neighbors': 3, 'pca__n_components': 65}"
1,Between2KmsAnd25Kms,two_step_4_cat,dtr,77,0.8224787016364473,0.8244302602807089,1772.3094954310686,0.22836298376270822,0.8095188581361511,"{'dtr__criterion': 'mse', 'pca__n_components': 77}"
2,Between2KmsAnd25Kms,two_step_4_cat,lasso,52,0.8630041093210388,0.8645101568609532,1918.2273669524661,0.2828282730637759,0.8623059524474154,"{'lasso__alpha': 0.46, 'pca__n_components': 52}"
3,Between2KmsAnd25Kms,two_step_4_cat,elasticnet,68,0.8285119330198982,0.8303971660741166,2153.8883930206766,0.3328322558983776,0.8230814757049864,"{'elasticnet__alpha': 0.46, 'elasticnet__l1_ratio': 0.9, 'pca__n_components': 68}"
4,Between2KmsAnd25Kms,two_step_4_cat,svr,41,0.8605078819854437,0.8620413714947428,1940.0167706261168,0.28808123577964406,0.8565245414229659,"{'pca__n_components': 41, 'svr__alpha': 0.1301, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,Between2KmsAnd25Kms,two_step_continuous,knn,51,0.9237493753008202,0.9244664341556073,1175.437204785238,0.14777327595167658,0.9063464298495536,"{'knn__n_neighbors': 3, 'pca__n_components': 51}"
1,Between2KmsAnd25Kms,two_step_continuous,dtr,54,0.867185621135691,0.8684346040362693,1482.3093629982784,0.18857036493630355,0.8530346212638009,"{'dtr__criterion': 'friedman_mse', 'pca__n_components': 54}"
2,Between2KmsAnd25Kms,two_step_continuous,lasso,40,0.8622458358805232,0.8635412723907858,1940.4353887857906,0.30819297778854643,0.8626739335341187,"{'lasso__alpha': 0.51, 'pca__n_components': 40}"
3,Between2KmsAnd25Kms,two_step_continuous,elasticnet,61,0.8542043348892303,0.8555753934617951,2006.8206842304653,0.31383132893810334,0.8509236853914419,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.4, 'pca__n_components': 61}"
4,Between2KmsAnd25Kms,two_step_continuous,svr,35,0.8615479439955457,0.8628499434626075,1950.7696874994094,0.30987730791194507,0.8558597983097134,"{'pca__n_components': 35, 'svr__alpha': 0.1401, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,Between2KmsAnd25Kms,two_step_5_cat,knn,65,0.901618385912739,0.9028041775527311,1367.0643181918508,0.17469424138129683,0.888224073934381,"{'knn__n_neighbors': 3, 'pca__n_components': 65}"
1,Between2KmsAnd25Kms,two_step_5_cat,dtr,89,0.8323818610384013,0.8344021591371437,1716.396305125149,0.21906581904166092,0.8159089660287822,"{'dtr__criterion': 'mse', 'pca__n_components': 89}"
2,Between2KmsAnd25Kms,two_step_5_cat,lasso,50,0.8662385160671439,0.8678507405754736,1838.8057493343485,0.269951475219254,0.8658883249161107,"{'lasso__alpha': 0.46, 'pca__n_components': 50}"
3,Between2KmsAnd25Kms,two_step_5_cat,elasticnet,88,0.85999128832753,0.8616788105476882,1876.2009676077985,0.27600627565729857,0.8529853441427803,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.5, 'pca__n_components': 88}"
4,Between2KmsAnd25Kms,two_step_5_cat,svr,45,0.8620944013433783,0.8637565747841403,1864.0930688430228,0.27760350369336184,0.8627483731803738,"{'pca__n_components': 45, 'svr__alpha': 0.1301, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,Between2KmsAnd25Kms,two_step_6_cat,knn,69,0.9062394019161124,0.9074191710310753,1328.7931399814595,0.16649507409308914,0.8938895652034635,"{'knn__n_neighbors': 3, 'pca__n_components': 69}"
1,Between2KmsAnd25Kms,two_step_6_cat,dtr,62,0.8568308371334723,0.8586323034211968,1591.2393722685738,0.19603719402594127,0.8062878910916051,"{'dtr__criterion': 'friedman_mse', 'pca__n_components': 62}"
2,Between2KmsAnd25Kms,two_step_6_cat,lasso,94,0.870092125172518,0.8717267275710094,1802.4953699649884,0.2640580274234193,0.8683337019639326,"{'lasso__alpha': 0.9600000000000001, 'pca__n_components': 94}"
3,Between2KmsAnd25Kms,two_step_6_cat,elasticnet,69,0.8387274134782503,0.8407566711894512,2014.9659235040644,0.30599192054060437,0.8350138303053749,"{'elasticnet__alpha': 0.36000000000000004, 'elasticnet__l1_ratio': 0.9, 'pca__n_components': 69}"
4,Between2KmsAnd25Kms,two_step_6_cat,svr,47,0.8602807339545403,0.8620387909445163,1864.1580355749663,0.2723306580552673,0.8554222823394859,"{'pca__n_components': 47, 'svr__alpha': 0.07010000000000001, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,Between2KmsAnd25Kms,two_step_7_cat,knn,60,0.914932304806032,0.9160477620012907,1221.4391471328302,0.15719614153810438,0.9034649367755039,"{'knn__n_neighbors': 3, 'pca__n_components': 60}"
1,Between2KmsAnd25Kms,two_step_7_cat,dtr,94,0.8533225947003819,0.8552459143195424,1536.723943848497,0.19761828425329842,0.8197791034971027,"{'dtr__criterion': 'mse', 'pca__n_components': 94}"
2,Between2KmsAnd25Kms,two_step_7_cat,lasso,89,0.8904365536383622,0.8918732133986008,1588.1490816894382,0.2331041607563617,0.8904180309591948,"{'lasso__alpha': 0.46, 'pca__n_components': 89}"
