,workflowName,size,executable,args,inputs,outputs,name,cpu.manufacturer,cpu.brand,cpu.speed,cpu.cores,cpu.physicalCores,cpu.processors,mem.total,mem.free,mem.used,mem.active,mem.available,mem.buffers,mem.cached,mem.slab,mem.buffcache,mem.swaptotal,mem.swapused,mem.swapfree,total_cpus,avg_cpus,avg_pods,total_ram_available,average_ram_available,execTimeMs
55262,montage2,0.01,mImgtbl,4,3,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,15767138304,11852308480,3914829824,1229455360,14537682944,275947520,2365456384,439996416,3081400320,0,0,0,12.7,3.175,110.0,40992952000,10248238000.0,193.0
37928,montage2,0.01,mImgtbl,4,3,1,mImgtbl,Intel®,Xeon®,3.1,4,4,1,16824107008,13994786816,2829320192,1072947200,15751159808,62386176,1844977664,245342208,2152706048,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,101.0
37917,montage2,0.01,mImgtbl,4,3,1,mImgtbl,Intel®,Xeon®,3.1,4,4,1,16824107008,13600092160,3224014848,1202651136,15621455872,69107712,2091900928,262287360,2423296000,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,103.0
12786,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,15767138304,4238876672,11528261632,1457254400,14309883904,334725120,9215778816,989216768,10539720704,0,0,0,12.7,3.175,110.0,40992952000,10248238000.0,4343.0
7403,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,2,2,1,8257200128,5577781248,2679418880,1100447744,7156752384,2768896,945823744,708104192,1656696832,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,1969.0
81436,montage2,0.01,mImgtbl,4,3,1,mImgtbl,Intel®,Xeon®,3.1,4,4,1,16824107008,12218068992,4606038016,1108180992,15715926016,144166912,3358408704,395345920,3897921536,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,106.0
21294,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon®,3.1,4,4,1,16824107008,10599960576,6224146432,1184681984,15639425024,296796160,4513787904,630779904,5441363968,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,252.0
16052,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,3.1,4,4,1,16824107008,2364891136,14459215872,1324490752,15499616256,342204416,12214194176,1027756032,13584154624,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,1043.0
60694,montage,2.0,mImgtbl,4,308,1,mImgtbl,Intel®,Xeon®,3.1,4,2,1,16824090624,9657913344,7166177280,1319084032,15505006592,337244160,5243293696,684630016,6265167872,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,392.0
38514,montage,2.0,mImgtbl,4,308,1,mImgtbl,Intel®,Xeon®,2.2,4,2,1,16824102912,12941594624,3882508288,1222991872,15601111040,315912192,2212986880,537341952,3066241024,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,890.0
57792,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,2.8,4,4,1,16824102912,2367807488,14456295424,1459802112,15364300800,346591232,11962544128,1202364416,13511499776,0,0,0,12.7,3.175,110.0,43822280000,10955570000.0,4221.0
5751,montage2,1.0,mImgtbl,4,218,1,mImgtbl,AMD,EPYC 7B12,2.25,4,4,1,16824102912,5229080576,11595022336,1453801472,15370301440,332279808,9270378496,1010659328,10613317632,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,5599.0
27576,montage2,0.01,mImgtbl,4,3,1,mImgtbl,Intel®,Xeon® Platinum 8175M,2.5,2,2,1,8257200128,4094529536,4162670592,1065369600,7191830528,2768896,2922295296,647458816,3572523008,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,135.0
16910,montage,0.25,mImgtbl,4,11,1,mImgtbl,Intel®,Xeon® Platinum 8175M,2.5,8,4,1,33359015936,31309701120,2049314816,944492544,32414523392,2768896,1392111616,232275968,1627156480,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,76.0
6410,montage2,0.01,mImgtbl,4,3,1,mImgtbl,AMD,EPYC 7B12,2.25,4,4,1,16824102912,12965851136,3858251776,1308483584,15515619328,327086080,2029068288,611033088,2967187456,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,151.0
54763,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon®,3.1,4,4,1,16824107008,10627907584,6196199424,1354047488,15470059520,338829312,3975962624,993079296,5307871232,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,278.0
4927,montage2,0.01,mImgtbl,4,3,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,8,8,1,33359015936,29461221376,3897794560,1314762752,32044253184,2768896,2281955328,869801984,3154526208,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,125.0
66523,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,16824102912,334557184,16489545728,1441759232,15382343680,304685056,14208307200,955465728,15468457984,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,1481.0
80682,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,16824102912,10737922048,6086180864,1415102464,15409000448,280137728,4219678720,601387008,5101203456,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,354.0
10992,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,15767138304,4381175808,11385962496,1450741760,14316396544,334725120,9079701504,987770880,10402197504,0,0,0,12.7,3.175,110.0,40992952000,10248238000.0,4877.0
4918,montage2,0.01,mImgtbl,4,3,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,8,8,1,33359015936,29439115264,3919900672,1335717888,32023298048,2768896,2282143744,870985728,3155898368,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,140.0
